edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
102,2015,stage-3,35,10S,Sánchez Samuel,37.0,BMC Racing Team,,4S,66.0
102,2015,stage-3,36,10S,Thomas Geraint,29.0,Team Sky,,4S,39.0
102,2015,stage-3,37,10S,Maté Luis Ángel,31.0,"Cofidis, Solutions Crédits",,4S,174.0
102,2015,stage-3,38,13S,Costa Rui,28.0,Lampre - Merida,,7S,151.0
102,2015,stage-3,39,13S,Machado Tiago,29.0,Team Katusha,,7S,98.0
102,2015,stage-3,40,15S,Zubeldia Haimar,38.0,Trek Factory Racing,,9S,149.0
102,2015,stage-3,41,20S,Voss Paul,29.0,Bora - Argon 18,,14S,199.0
102,2015,stage-3,42,22S,Scarponi Michele,35.0,Astana Pro Team,,16S,7.0
102,2015,stage-3,43,25S,Jungels Bob,22.0,Trek Factory Racing,,19S,147.0
102,2015,stage-3,44,25S,König Leopold,27.0,Team Sky,,19S,33.0
102,2015,stage-3,45,25S,Fonseca Armindo,26.0,Bretagne - Séché Environnement,,19S,206.0
102,2015,stage-3,46,25S,Martens Paul,31.0,Team LottoNL-Jumbo,,19S,135.0
102,2015,stage-3,47,25S,Losada Alberto,33.0,Team Katusha,,19S,97.0
102,2015,stage-3,48,25S,Kreuziger Roman,29.0,Tinkoff - Saxo,,19S,44.0
102,2015,stage-3,49,25S,Kwiatkowski Michał,25.0,Etixx - Quick Step,,19S,111.0
102,2015,stage-3,50,25S,Nerz Dominik,25.0,Bora - Argon 18,,19S,191.0
102,2015,stage-3,51,29S,Janse van Rensburg Jacques,27.0,MTN - Qhubeka,,23S,214.0
102,2015,stage-3,52,33S,Pinot Thibaut,25.0,FDJ,,27S,21.0
102,2015,stage-3,53,33S,Izagirre Gorka,27.0,Movistar Team,,27S,57.0
102,2015,stage-3,54,39S,Preidler Georg,25.0,Team Giant - Alpecin,,33S,87.0
102,2015,stage-3,55,39S,Fuglsang Jakob,30.0,Astana Pro Team,,33S,3.0
102,2015,stage-3,56,52S,Majka Rafał,25.0,Tinkoff - Saxo,,46S,45.0
102,2015,stage-3,57,59S,Buchmann Emanuel,22.0,Bora - Argon 18,,53S,194.0
102,2015,stage-3,58,59S,Kelderman Wilco,24.0,Team LottoNL-Jumbo,,53S,132.0
102,2015,stage-3,59,59S,Cherel Mickaël,29.0,AG2R La Mondiale,,53S,14.0
102,2015,stage-3,60,59S,Kruijswijk Steven,28.0,Team LottoNL-Jumbo,,53S,133.0
102,2015,stage-3,61,59S,Huzarski Bartosz,34.0,Bora - Argon 18,,53S,196.0
102,2015,stage-3,62,59S,Sicard Romain,27.0,Team Europcar,,53S,127.0
102,2015,stage-3,63,59S,Frank Mathias,28.0,IAM Cycling,,53S,181.0
102,2015,stage-3,64,59S,Chavanel Sylvain,36.0,IAM Cycling,,53S,183.0
102,2015,stage-3,65,8S,Roy Jérémy,32.0,FDJ,,2S,28.0
102,2015,stage-3,66,8S,Boasson Hagen Edvald,28.0,MTN - Qhubeka,,2S,211.0
102,2015,stage-3,67,8S,Morabito Steve,32.0,FDJ,,2S,27.0
102,2015,stage-3,68,8S,Delaplace Anthony,25.0,Bretagne - Séché Environnement,,2S,203.0
102,2015,stage-3,69,17S,Wyss Marcel,29.0,IAM Cycling,,11S,189.0
102,2015,stage-3,70,29S,Pantano Jarlinson,26.0,IAM Cycling,,23S,188.0
102,2015,stage-3,71,29S,Koren Kristijan,28.0,Team Cannondale - Garmin,,23S,165.0
102,2015,stage-3,72,29S,Vachon Florian,30.0,Bretagne - Séché Environnement,,23S,209.0
102,2015,stage-3,73,29S,Kangert Tanel,28.0,Astana Pro Team,,23S,6.0
102,2015,stage-3,74,53S,Geschke Simon,29.0,Team Giant - Alpecin,,47S,86.0
102,2015,stage-3,75,3S,Fédrigo Pierrick,36.0,Bretagne - Séché Environnement,,57S,204.0
102,2015,stage-3,76,24S,Wellens Tim,24.0,Lotto Soudal,,18S,79.0
102,2015,stage-3,77,58S,Bárta Jan,30.0,Bora - Argon 18,,52S,192.0
102,2015,stage-3,78,58S,Clement Stef,32.0,IAM Cycling,,52S,184.0
102,2015,stage-3,79,58S,Porte Richie,30.0,Team Sky,,52S,35.0
102,2015,stage-3,80,58S,de Kort Koen,32.0,Team Giant - Alpecin,,52S,84.0
102,2015,stage-3,81,58S,Cummings Steve,34.0,MTN - Qhubeka,,52S,212.0
102,2015,stage-3,82,58S,Pauwels Serge,31.0,MTN - Qhubeka,,52S,218.0
102,2015,stage-3,83,58S,Basso Ivan,37.0,Tinkoff - Saxo,,52S,42.0
102,2015,stage-3,84,58S,Rogers Michael,35.0,Tinkoff - Saxo,,52S,46.0
102,2015,stage-3,85,58S,Quéméneur Perrig,31.0,Team Europcar,,52S,126.0
102,2015,stage-3,86,58S,Herrada José,29.0,Movistar Team,,52S,56.0
102,2015,stage-3,87,58S,Riblon Christophe,34.0,AG2R La Mondiale,,52S,17.0
102,2015,stage-3,88,58S,Bak Lars Ytting,35.0,Lotto Soudal,,52S,72.0
102,2015,stage-3,89,58S,Gastauer Ben,27.0,AG2R La Mondiale,,52S,15.0
102,2015,stage-3,90,58S,Teklehaimanot Daniel,26.0,MTN - Qhubeka,,52S,219.0
102,2015,stage-3,91,58S,Hollenstein Reto,29.0,IAM Cycling,,52S,187.0
102,2015,stage-3,92,14S,Tankink Bram,36.0,Team LottoNL-Jumbo,,8S,136.0
102,2015,stage-3,93,14S,Voeckler Thomas,36.0,Team Europcar,,8S,129.0
102,2015,stage-3,94,16S,Serpa José Rodolfo,36.0,Lampre - Merida,,10S,158.0
102,2015,stage-3,95,16S,Coppel Jérôme,28.0,IAM Cycling,,10S,185.0
102,2015,stage-3,96,16S,Feillu Brice,29.0,Bretagne - Séché Environnement,,10S,205.0
102,2015,stage-3,97,24S,Tulik Angélo,24.0,Team Europcar,,18S,128.0
102,2015,stage-3,98,33S,Vermote Julien,25.0,Etixx - Quick Step,,27S,119.0
102,2015,stage-3,99,33S,Janse van Rensburg Reinardt,26.0,MTN - Qhubeka,,27S,215.0
102,2015,stage-3,100,36S,Haas Nathan,26.0,Team Cannondale - Garmin,,30S,163.0
102,2015,stage-3,101,17S,Oss Daniel,28.0,BMC Racing Team,,11S,64.0
102,2015,stage-3,102,13S,Plaza Rubén,35.0,Lampre - Merida,,7S,156.0
102,2015,stage-3,103,13S,Roche Nicolas,31.0,Team Sky,,7S,36.0
102,2015,stage-3,104,13S,Đurasek Kristijan,27.0,Lampre - Merida,,7S,154.0
102,2015,stage-3,105,13S,Weening Pieter,34.0,Orica GreenEDGE,,7S,107.0
102,2015,stage-3,106,13S,Bono Matteo,31.0,Lampre - Merida,,7S,152.0
102,2015,stage-3,107,13S,Oliveira Nelson,26.0,Lampre - Merida,,7S,155.0
102,2015,stage-3,108,13S,Navardauskas Ramūnas,27.0,Team Cannondale - Garmin,,7S,168.0
102,2015,stage-3,109,13S,Gołaś Michał,31.0,Etixx - Quick Step,,7S,113.0
102,2015,stage-3,110,25S,Albasini Michael,34.0,Orica GreenEDGE,,19S,102.0
102,2015,stage-3,111,35S,Valls Rafael,28.0,Lampre - Merida,,29S,159.0
102,2015,stage-3,112,49S,Schär Michael,28.0,BMC Racing Team,,43S,67.0
102,2015,stage-3,113,49S,Wyss Danilo,29.0,BMC Racing Team,,43S,69.0
102,2015,stage-3,114,49S,Caruso Damiano,27.0,BMC Racing Team,,43S,62.0
102,2015,stage-3,115,49S,Rast Grégory,35.0,Trek Factory Racing,,43S,148.0
102,2015,stage-3,116,17S,Anacona Winner,26.0,Movistar Team,,11S,52.0
102,2015,stage-3,117,17S,Didier Laurent,30.0,Trek Factory Racing,,11S,145.0
102,2015,stage-3,118,1S,Gérard Arnaud,30.0,Bretagne - Séché Environnement,,55S,207.0
102,2015,stage-3,119,11S,Kennaugh Peter,26.0,Team Sky,,5S,32.0
102,2015,stage-3,120,14S,Grivko Andrey,31.0,Astana Pro Team,,8S,4.0
102,2015,stage-3,121,26S,Taaramäe Rein,28.0,Astana Pro Team,,20S,8.0
102,2015,stage-3,122,40S,Dennis Rohan,25.0,BMC Racing Team,,34S,63.0
102,2015,stage-3,123,15S,Castroviejo Jonathan,28.0,Movistar Team,,9S,53.0
102,2015,stage-3,124,38S,Paolini Luca,38.0,Team Katusha,,32S,99.0
102,2015,stage-3,125,45S,Durbridge Luke,24.0,Orica GreenEDGE,,39S,103.0
102,2015,stage-3,126,45S,van Baarle Dylan,23.0,Team Cannondale - Garmin,,39S,169.0
102,2015,stage-3,127,45S,De Gendt Thomas,28.0,Lotto Soudal,,39S,73.0
102,2015,stage-3,128,45S,Ladagnous Matthieu,30.0,FDJ,,39S,26.0
102,2015,stage-3,129,45S,Curvers Roy,35.0,Team Giant - Alpecin,,39S,83.0
102,2015,stage-3,130,45S,Westra Lieuwe,32.0,Astana Pro Team,,39S,9.0
102,2015,stage-3,131,45S,Brun Frederic,26.0,Bretagne - Séché Environnement,,39S,202.0
102,2015,stage-3,132,45S,Poels Wout,27.0,Team Sky,,39S,34.0
102,2015,stage-3,133,45S,Geniez Alexandre,27.0,FDJ,,39S,25.0
102,2015,stage-3,134,48S,Boom Lars,29.0,Astana Pro Team,,42S,2.0
102,2015,stage-3,135,54S,Vaugrenard Benoît,33.0,FDJ,,48S,29.0
102,2015,stage-3,136,54S,Sinkeldam Ramon,26.0,Team Giant - Alpecin,,48S,88.0
102,2015,stage-3,137,54S,Sieberg Marcel,33.0,Lotto Soudal,,48S,78.0
102,2015,stage-3,138,54S,Edet Nicolas,27.0,"Cofidis, Solutions Crédits",,48S,172.0
102,2015,stage-3,139,54S,Timmer Albert,30.0,Team Giant - Alpecin,,48S,89.0
102,2015,stage-3,140,54S,Coquard Bryan,23.0,Team Europcar,,48S,122.0
102,2015,stage-3,141,54S,Brändle Matthias,25.0,IAM Cycling,,48S,182.0
102,2015,stage-3,142,54S,Nauleau Bryan,27.0,Team Europcar,,48S,125.0
102,2015,stage-3,143,54S,Soupe Geoffrey,27.0,"Cofidis, Solutions Crédits",,48S,178.0
102,2015,stage-3,144,54S,Hansen Adam,34.0,Lotto Soudal,,48S,76.0
102,2015,stage-3,145,54S,van Emden Jos,30.0,Team LottoNL-Jumbo,,48S,138.0
102,2015,stage-3,146,54S,Greipel André,32.0,Lotto Soudal,,48S,75.0
102,2015,stage-3,147,54S,Chavanel Sébastien,32.0,FDJ,,48S,23.0
102,2015,stage-3,148,54S,Vanmarcke Sep,26.0,Team LottoNL-Jumbo,,48S,139.0
102,2015,stage-3,149,54S,Elmiger Martin,36.0,IAM Cycling,,48S,186.0
102,2015,stage-3,150,54S,Démare Arnaud,23.0,FDJ,,48S,24.0
102,2015,stage-3,151,54S,Devolder Stijn,35.0,Trek Factory Racing,,48S,144.0
102,2015,stage-3,152,54S,Gruzdev Dmitriy,29.0,Astana Pro Team,,48S,5.0
102,2015,stage-3,153,54S,Trentin Matteo,25.0,Etixx - Quick Step,,48S,117.0
102,2015,stage-3,154,54S,Malori Adriano,27.0,Movistar Team,,48S,58.0
102,2015,stage-3,155,54S,Erviti Imanol,31.0,Movistar Team,,48S,55.0
102,2015,stage-3,156,2S,Gaudin Damien,28.0,AG2R La Mondiale,,56S,16.0
102,2015,stage-3,157,2S,Sénéchal Florian,21.0,"Cofidis, Solutions Crédits",,56S,176.0
102,2015,stage-3,158,2S,Gène Yohann,34.0,Team Europcar,,56S,124.0
102,2015,stage-3,159,2S,Périchon Pierre-Luc,28.0,Bretagne - Séché Environnement,,56S,208.0
102,2015,stage-3,160,2S,Bauer Jack,30.0,Team Cannondale - Garmin,,56S,162.0
102,2015,stage-3,161,2S,Debusschere Jens,25.0,Lotto Soudal,,56S,74.0
102,2015,stage-3,162,2S,Mendes José,30.0,Bora - Argon 18,,56S,197.0
102,2015,stage-3,163,2S,Farrar Tyler,31.0,MTN - Qhubeka,,56S,213.0
102,2015,stage-3,164,9S,Bennati Daniele,34.0,Tinkoff - Saxo,,3S,43.0
102,2015,stage-3,165,9S,Tosatto Matteo,41.0,Tinkoff - Saxo,,3S,48.0
102,2015,stage-3,166,9S,Valgren Michael,23.0,Tinkoff - Saxo,,3S,49.0
102,2015,stage-3,167,9S,Laporte Christophe,22.0,"Cofidis, Solutions Crédits",,3S,173.0
102,2015,stage-3,168,9S,Renshaw Mark,32.0,Etixx - Quick Step,,3S,115.0
102,2015,stage-3,169,9S,Dempster Zak,27.0,Bora - Argon 18,,3S,195.0
102,2015,stage-3,170,9S,Cavendish Mark,30.0,Etixx - Quick Step,,3S,112.0
102,2015,stage-3,171,9S,Guarnieri Jacopo,27.0,Team Katusha,,3S,93.0
102,2015,stage-3,172,9S,Bouhanni Nacer,24.0,"Cofidis, Solutions Crédits",,3S,171.0
102,2015,stage-3,173,9S,Quinziato Manuel,35.0,BMC Racing Team,,3S,65.0
102,2015,stage-3,174,9S,Dowsett Alex,26.0,Movistar Team,,3S,54.0
102,2015,stage-3,175,9S,Schillinger Andreas,31.0,Bora - Argon 18,,3S,198.0
102,2015,stage-3,176,9S,Vanbilsen Kenneth,25.0,"Cofidis, Solutions Crédits",,3S,179.0
102,2015,stage-3,177,9S,Stannard Ian,28.0,Team Sky,,3S,38.0
102,2015,stage-3,178,9S,Leezer Tom,29.0,Team LottoNL-Jumbo,,3S,134.0
102,2015,stage-3,179,9S,Langeveld Sebastian,30.0,Team Cannondale - Garmin,,3S,166.0
102,2015,stage-3,180,9S,Tuft Svein,38.0,Orica GreenEDGE,,3S,106.0
102,2015,stage-3,181,24S,Vansummeren Johan,34.0,AG2R La Mondiale,,18S,18.0
102,2015,stage-3,182,26S,Rowe Luke,25.0,Team Sky,,20S,37.0
102,2015,stage-3,183,28S,Impey Daryl,30.0,Orica GreenEDGE,,22S,104.0
102,2015,stage-3,184,28S,Degenkolb John,26.0,Team Giant - Alpecin,,22S,81.0
102,2015,stage-3,185,36S,Pozzato Filippo,33.0,Lampre - Merida,,30S,157.0
102,2015,stage-3,186,36S,Cimolai Davide,25.0,Lampre - Merida,,30S,153.0
102,2015,stage-3,187,43S,Irizar Markel,35.0,Trek Factory Racing,,37S,146.0
102,2015,stage-3,188,43S,Cancellara Fabian,34.0,Trek Factory Racing,,37S,143.0
102,2015,stage-3,189,45S,Bennett Sam,24.0,Bora - Argon 18,,39S,193.0
102,2015,stage-3,190,47S,Kristoff Alexander,28.0,Team Katusha,,41S,96.0
102,2015,stage-3,191,47S,Haller Marco,24.0,Team Katusha,,41S,94.0
102,2015,stage-3,192,38S,ten Dam Laurens,34.0,Team LottoNL-Jumbo,,32S,137.0
102,2015,stage-3,193,13S,Henderson Gregory,38.0,Lotto Soudal,,7S,77.0
102,2015,stage-3,194,38S,Matthews Michael,24.0,Orica GreenEDGE,,32S,105.0
102,2015,stage-3,DNF,,Bonnet William,33.0,FDJ,,,22.0
102,2015,stage-3,DNF,,Dumoulin Tom,24.0,Team Giant - Alpecin,,,85.0
102,2015,stage-3,DNF,,Kozontchuk Dmitry,31.0,Team Katusha,,,95.0
102,2015,stage-3,DNF,,Gerrans Simon,35.0,Orica GreenEDGE,,,101.0
102,2015,stage-4,1,58S,Martin Tony,30.0,Etixx - Quick Step,100.0,58S,114.0
102,2015,stage-4,2,3S,Degenkolb John,26.0,Team Giant - Alpecin,70.0,1S,81.0
102,2015,stage-4,3,3S,Sagan Peter,25.0,Tinkoff - Saxo,50.0,1S,47.0
102,2015,stage-4,4,3S,Van Avermaet Greg,30.0,BMC Racing Team,40.0,1S,68.0
102,2015,stage-4,5,3S,Boasson Hagen Edvald,28.0,MTN - Qhubeka,32.0,1S,211.0
102,2015,stage-4,6,3S,Bouhanni Nacer,24.0,"Cofidis, Solutions Crédits",26.0,1S,171.0
102,2015,stage-4,7,3S,Guarnieri Jacopo,27.0,Team Katusha,22.0,1S,93.0
102,2015,stage-4,8,3S,Gallopin Tony,27.0,Lotto Soudal,18.0,1S,71.0
102,2015,stage-4,9,3S,Štybar Zdeněk,29.0,Etixx - Quick Step,14.0,1S,116.0
102,2015,stage-4,10,3S,Coquard Bryan,23.0,Team Europcar,10.0,1S,122.0
102,2015,stage-4,11,3S,Valverde Alejandro,35.0,Movistar Team,8.0,1S,59.0
102,2015,stage-4,12,3S,Cavendish Mark,30.0,Etixx - Quick Step,6.0,1S,112.0
102,2015,stage-4,13,3S,Urán Rigoberto,28.0,Etixx - Quick Step,4.0,1S,118.0
102,2015,stage-4,14,3S,Gesink Robert,29.0,Team LottoNL-Jumbo,2.0,1S,131.0
102,2015,stage-4,15,3S,Nibali Vincenzo,30.0,Astana Pro Team,1.0,1S,1.0
102,2015,stage-4,16,3S,Mollema Bauke,28.0,Trek Factory Racing,,1S,141.0
102,2015,stage-4,17,3S,Froome Chris,30.0,Team Sky,,1S,31.0
102,2015,stage-4,18,3S,Bardet Romain,24.0,AG2R La Mondiale,,1S,12.0
102,2015,stage-4,19,3S,Contador Alberto,32.0,Tinkoff - Saxo,,1S,41.0
102,2015,stage-4,20,3S,Rodríguez Joaquim,36.0,Team Katusha,,1S,91.0
102,2015,stage-4,21,3S,Barguil Warren,23.0,Team Giant - Alpecin,,1S,82.0
102,2015,stage-4,22,3S,Thomas Geraint,29.0,Team Sky,,1S,39.0
102,2015,stage-4,23,3S,Quintana Nairo,25.0,Movistar Team,,1S,51.0
102,2015,stage-4,24,3S,van Garderen Tejay,26.0,BMC Racing Team,,1S,61.0
102,2015,stage-4,25,3S,Talansky Andrew,26.0,Team Cannondale - Garmin,,1S,161.0
102,2015,stage-4,26,3S,Peraud Jean-Christophe,38.0,AG2R La Mondiale,,1S,11.0
102,2015,stage-4,27,3S,Laporte Christophe,22.0,"Cofidis, Solutions Crédits",,1S,173.0
102,2015,stage-4,28,3S,Frank Mathias,28.0,IAM Cycling,,1S,181.0
102,2015,stage-4,29,3S,Kreuziger Roman,29.0,Tinkoff - Saxo,,1S,44.0
102,2015,stage-4,30,3S,Fuglsang Jakob,30.0,Astana Pro Team,,1S,3.0
102,2015,stage-4,31,3S,Quinziato Manuel,35.0,BMC Racing Team,,1S,65.0
102,2015,stage-4,32,3S,Bakelants Jan,29.0,AG2R La Mondiale,,1S,13.0
102,2015,stage-4,33,3S,Koren Kristijan,28.0,Team Cannondale - Garmin,,1S,165.0
102,2015,stage-4,34,3S,Sénéchal Florian,21.0,"Cofidis, Solutions Crédits",,1S,176.0
102,2015,stage-4,35,3S,Vermote Julien,25.0,Etixx - Quick Step,,1S,119.0
102,2015,stage-4,36,18S,Tulik Angélo,24.0,Team Europcar,,16S,128.0
102,2015,stage-4,37,43S,de Kort Koen,32.0,Team Giant - Alpecin,,41S,84.0
102,2015,stage-4,38,51S,Costa Rui,28.0,Lampre - Merida,,49S,151.0
102,2015,stage-4,39,51S,Tankink Bram,36.0,Team LottoNL-Jumbo,,49S,136.0
102,2015,stage-4,40,51S,Sieberg Marcel,33.0,Lotto Soudal,,49S,78.0
102,2015,stage-4,41,51S,Losada Alberto,33.0,Team Katusha,,49S,97.0
102,2015,stage-4,42,51S,Chavanel Sylvain,36.0,IAM Cycling,,49S,183.0
102,2015,stage-4,43,51S,Roche Nicolas,31.0,Team Sky,,49S,36.0
102,2015,stage-4,44,57S,Nerz Dominik,25.0,Bora - Argon 18,,55S,191.0
102,2015,stage-4,45,55S,Oliveira Nelson,26.0,Lampre - Merida,,53S,155.0
102,2015,stage-4,46,55S,Pantano Jarlinson,26.0,IAM Cycling,,53S,188.0
102,2015,stage-4,47,55S,Gołaś Michał,31.0,Etixx - Quick Step,,53S,113.0
102,2015,stage-4,48,21S,Bennati Daniele,34.0,Tinkoff - Saxo,,19S,43.0
102,2015,stage-4,49,21S,Wyss Danilo,29.0,BMC Racing Team,,19S,69.0
102,2015,stage-4,50,21S,Vanbilsen Kenneth,25.0,"Cofidis, Solutions Crédits",,19S,179.0
102,2015,stage-4,51,44S,Castroviejo Jonathan,28.0,Movistar Team,,42S,53.0
102,2015,stage-4,52,44S,Izagirre Gorka,27.0,Movistar Team,,42S,57.0
102,2015,stage-4,53,54S,Soupe Geoffrey,27.0,"Cofidis, Solutions Crédits",,52S,178.0
102,2015,stage-4,54,23S,Navardauskas Ramūnas,27.0,Team Cannondale - Garmin,,21S,168.0
102,2015,stage-4,55,23S,Rast Grégory,35.0,Trek Factory Racing,,21S,148.0
102,2015,stage-4,56,23S,Machado Tiago,29.0,Team Katusha,,21S,98.0
102,2015,stage-4,57,23S,Voss Paul,29.0,Bora - Argon 18,,21S,199.0
102,2015,stage-4,58,23S,Pauwels Serge,31.0,MTN - Qhubeka,,21S,218.0
102,2015,stage-4,59,23S,Pozzato Filippo,33.0,Lampre - Merida,,21S,157.0
102,2015,stage-4,60,23S,Schär Michael,28.0,BMC Racing Team,,21S,67.0
102,2015,stage-4,61,23S,Grivko Andrey,31.0,Astana Pro Team,,21S,4.0
102,2015,stage-4,62,23S,Sepúlveda Eduardo,24.0,Bretagne - Séché Environnement,,21S,201.0
102,2015,stage-4,63,23S,Bárta Jan,30.0,Bora - Argon 18,,21S,192.0
102,2015,stage-4,64,23S,Curvers Roy,35.0,Team Giant - Alpecin,,21S,83.0
102,2015,stage-4,65,23S,Rolland Pierre,28.0,Team Europcar,,21S,121.0
102,2015,stage-4,66,23S,Cherel Mickaël,29.0,AG2R La Mondiale,,21S,14.0
102,2015,stage-4,67,23S,Sinkeldam Ramon,26.0,Team Giant - Alpecin,,21S,88.0
102,2015,stage-4,68,23S,Pinot Thibaut,25.0,FDJ,,21S,21.0
102,2015,stage-4,69,23S,Bak Lars Ytting,35.0,Lotto Soudal,,21S,72.0
102,2015,stage-4,70,23S,Gastauer Ben,27.0,AG2R La Mondiale,,21S,15.0
102,2015,stage-4,71,23S,Irizar Markel,35.0,Trek Factory Racing,,21S,146.0
102,2015,stage-4,72,23S,Vuillermoz Alexis,27.0,AG2R La Mondiale,,21S,19.0
102,2015,stage-4,73,23S,Malori Adriano,27.0,Movistar Team,,21S,58.0
102,2015,stage-4,74,23S,van Emden Jos,30.0,Team LottoNL-Jumbo,,21S,138.0
102,2015,stage-4,75,23S,Kelderman Wilco,24.0,Team LottoNL-Jumbo,,21S,132.0
102,2015,stage-4,76,23S,Greipel André,32.0,Lotto Soudal,,21S,75.0
102,2015,stage-4,77,23S,Hesjedal Ryder,34.0,Team Cannondale - Garmin,,21S,164.0
102,2015,stage-4,78,23S,Sánchez Samuel,37.0,BMC Racing Team,,21S,66.0
102,2015,stage-4,79,23S,Farrar Tyler,31.0,MTN - Qhubeka,,21S,213.0
102,2015,stage-4,80,23S,Rogers Michael,35.0,Tinkoff - Saxo,,21S,46.0
102,2015,stage-4,81,23S,Delaplace Anthony,25.0,Bretagne - Séché Environnement,,21S,203.0
102,2015,stage-4,82,31S,Périchon Pierre-Luc,28.0,Bretagne - Séché Environnement,,29S,208.0
102,2015,stage-4,83,41S,Geniez Alexandre,27.0,FDJ,,39S,25.0
102,2015,stage-4,84,41S,Huzarski Bartosz,34.0,Bora - Argon 18,,39S,196.0
102,2015,stage-4,85,41S,Durbridge Luke,24.0,Orica GreenEDGE,,39S,103.0
102,2015,stage-4,86,41S,Elmiger Martin,36.0,IAM Cycling,,39S,186.0
102,2015,stage-4,87,41S,Hollenstein Reto,29.0,IAM Cycling,,39S,187.0
102,2015,stage-4,88,41S,Dennis Rohan,25.0,BMC Racing Team,,39S,63.0
102,2015,stage-4,89,41S,Dempster Zak,27.0,Bora - Argon 18,,39S,195.0
102,2015,stage-4,90,41S,Oss Daniel,28.0,BMC Racing Team,,39S,64.0
102,2015,stage-4,91,41S,Janse van Rensburg Reinardt,26.0,MTN - Qhubeka,,39S,215.0
102,2015,stage-4,92,41S,Geschke Simon,29.0,Team Giant - Alpecin,,39S,86.0
102,2015,stage-4,93,41S,Serpa José Rodolfo,36.0,Lampre - Merida,,39S,158.0
102,2015,stage-4,94,41S,Leezer Tom,29.0,Team LottoNL-Jumbo,,39S,134.0
102,2015,stage-4,95,41S,Taaramäe Rein,28.0,Astana Pro Team,,39S,8.0
102,2015,stage-4,96,49S,Démare Arnaud,23.0,FDJ,,47S,24.0
102,2015,stage-4,97,53S,Stannard Ian,28.0,Team Sky,,51S,38.0
102,2015,stage-4,98,53S,Valgren Michael,23.0,Tinkoff - Saxo,,51S,49.0
102,2015,stage-4,99,56S,Vaugrenard Benoît,33.0,FDJ,,54S,29.0
102,2015,stage-4,100,58S,Gaudin Damien,28.0,AG2R La Mondiale,,56S,16.0
102,2015,stage-4,101,51S,Ladagnous Matthieu,30.0,FDJ,,49S,26.0
102,2015,stage-4,102,37S,Bauer Jack,30.0,Team Cannondale - Garmin,,35S,162.0
102,2015,stage-4,103,37S,Langeveld Sebastian,30.0,Team Cannondale - Garmin,,35S,166.0
102,2015,stage-4,104,37S,Haas Nathan,26.0,Team Cannondale - Garmin,,35S,163.0
102,2015,stage-4,105,37S,Martin Dan,28.0,Team Cannondale - Garmin,,35S,167.0
102,2015,stage-4,106,37S,Devolder Stijn,35.0,Trek Factory Racing,,35S,144.0
102,2015,stage-4,107,37S,Kruijswijk Steven,28.0,Team LottoNL-Jumbo,,35S,133.0
102,2015,stage-4,108,37S,Preidler Georg,25.0,Team Giant - Alpecin,,35S,87.0
102,2015,stage-4,109,37S,Fédrigo Pierrick,36.0,Bretagne - Séché Environnement,,35S,204.0
102,2015,stage-4,110,37S,Fonseca Armindo,26.0,Bretagne - Séché Environnement,,35S,206.0
102,2015,stage-4,111,37S,Feillu Brice,29.0,Bretagne - Séché Environnement,,35S,205.0
102,2015,stage-4,112,37S,Roy Jérémy,32.0,FDJ,,35S,28.0
102,2015,stage-4,113,37S,Gautier Cyril,27.0,Team Europcar,,35S,123.0
102,2015,stage-4,114,37S,Zubeldia Haimar,38.0,Trek Factory Racing,,35S,149.0
102,2015,stage-4,115,37S,Morabito Steve,32.0,FDJ,,35S,27.0
102,2015,stage-4,116,37S,Yates Adam,22.0,Orica GreenEDGE,,35S,108.0
102,2015,stage-4,117,37S,Erviti Imanol,31.0,Movistar Team,,35S,55.0
102,2015,stage-4,118,37S,Navarro Daniel,31.0,"Cofidis, Solutions Crédits",,35S,175.0
102,2015,stage-4,119,37S,Chavanel Sébastien,32.0,FDJ,,35S,23.0
102,2015,stage-4,120,37S,Clement Stef,32.0,IAM Cycling,,35S,184.0
102,2015,stage-4,121,37S,Martens Paul,31.0,Team LottoNL-Jumbo,,35S,135.0
102,2015,stage-4,122,37S,Maté Luis Ángel,31.0,"Cofidis, Solutions Crédits",,35S,174.0
102,2015,stage-4,123,37S,Wyss Marcel,29.0,IAM Cycling,,35S,189.0
102,2015,stage-4,124,37S,Simon Julien,29.0,"Cofidis, Solutions Crédits",,35S,177.0
102,2015,stage-4,125,37S,Gérard Arnaud,30.0,Bretagne - Séché Environnement,,35S,207.0
102,2015,stage-4,126,37S,Sicard Romain,27.0,Team Europcar,,35S,127.0
102,2015,stage-4,127,37S,Gène Yohann,34.0,Team Europcar,,35S,124.0
102,2015,stage-4,128,37S,Vachon Florian,30.0,Bretagne - Séché Environnement,,35S,209.0
102,2015,stage-4,129,45S,Quéméneur Perrig,31.0,Team Europcar,,43S,126.0
102,2015,stage-4,130,50S,Kennaugh Peter,26.0,Team Sky,,48S,32.0
102,2015,stage-4,131,56S,Kwiatkowski Michał,25.0,Etixx - Quick Step,,54S,111.0
102,2015,stage-4,132,56S,Trentin Matteo,25.0,Etixx - Quick Step,,54S,117.0
102,2015,stage-4,133,56S,Tosatto Matteo,41.0,Tinkoff - Saxo,,54S,48.0
102,2015,stage-4,134,56S,Majka Rafał,25.0,Tinkoff - Saxo,,54S,45.0
102,2015,stage-4,135,56S,Đurasek Kristijan,27.0,Lampre - Merida,,54S,154.0
