edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
98,2011,stage-2,102,35S,Delage Mickaël,25.0,FDJ,,0S,133.0
98,2011,stage-2,103,35S,Casar Sandy,32.0,FDJ,,0S,131.0
98,2011,stage-2,104,36S,Sánchez Samuel,33.0,Euskaltel - Euskadi,,1S,21.0
98,2011,stage-2,105,39S,Charteau Anthony,32.0,Team Europcar,,4S,182.0
98,2011,stage-2,106,39S,Rolland Pierre,24.0,Team Europcar,,4S,188.0
98,2011,stage-2,107,39S,Kern Christophe,30.0,Team Europcar,,4S,186.0
98,2011,stage-2,108,42S,Peraud Jean-Christophe,34.0,AG2R La Mondiale,,7S,108.0
98,2011,stage-2,109,42S,Gadret John,32.0,AG2R La Mondiale,,7S,104.0
98,2011,stage-2,110,44S,Burghardt Marcus,28.0,BMC Racing Team,,9S,143.0
98,2011,stage-2,111,47S,Vanendert Jelle,26.0,Omega Pharma-Lotto,,12S,38.0
98,2011,stage-2,112,51S,Coppel Jérôme,24.0,Saur - Sojasun,,16S,211.0
98,2011,stage-2,113,51S,Tiralongo Paolo,33.0,Pro Team Astana,,16S,67.0
98,2011,stage-2,114,53S,Gerrans Simon,31.0,Sky Procycling,,18S,113.0
98,2011,stage-2,115,54S,Pate Danny,32.0,HTC - High Road,,19S,176.0
98,2011,stage-2,116,55S,Verdugo Gorka,32.0,Euskaltel - Euskadi,,20S,29.0
98,2011,stage-2,117,58S,Intxausti Beñat,25.0,Movistar Team,,23S,86.0
98,2011,stage-2,118,58S,Erviti Imanol,27.0,Movistar Team,,23S,84.0
98,2011,stage-2,119,58S,Kiryienka Vasil,30.0,Movistar Team,,23S,87.0
98,2011,stage-2,120,0S,Zabriskie David,32.0,Team Garmin - Cervélo,,25S,59.0
98,2011,stage-2,121,4S,Poels Wout,23.0,Vacansoleil - DCM,,29S,207.0
98,2011,stage-2,122,4S,De Gendt Thomas,24.0,Vacansoleil - DCM,,29S,203.0
98,2011,stage-2,123,9S,El Fares Julien,26.0,"Cofidis, le Crédit en Ligne",,34S,155.0
98,2011,stage-2,124,9S,Zingle Romain,24.0,"Cofidis, le Crédit en Ligne",,34S,159.0
98,2011,stage-2,125,9S,Moncoutié David,36.0,"Cofidis, le Crédit en Ligne",,34S,157.0
98,2011,stage-2,126,11S,Txurruka Amets,28.0,Euskaltel - Euskadi,,36S,26.0
98,2011,stage-2,127,11S,Hinault Sébastien,37.0,AG2R La Mondiale,,36S,105.0
98,2011,stage-2,128,12S,Hoogerland Johnny,28.0,Vacansoleil - DCM,,37S,204.0
98,2011,stage-2,129,12S,Bouet Maxime,24.0,AG2R La Mondiale,,37S,102.0
98,2011,stage-2,130,12S,Dupont Hubert,30.0,AG2R La Mondiale,,37S,103.0
98,2011,stage-2,131,13S,Roy Jérémy,28.0,FDJ,,38S,138.0
98,2011,stage-2,132,19S,Marcato Marco,27.0,Vacansoleil - DCM,,44S,206.0
98,2011,stage-2,133,20S,Gène Yohann,30.0,Team Europcar,,45S,184.0
98,2011,stage-2,134,21S,Vichot Arthur,22.0,FDJ,,46S,139.0
98,2011,stage-2,135,23S,Riblon Christophe,30.0,AG2R La Mondiale,,48S,109.0
98,2011,stage-2,136,27S,Szmyd Sylwester,33.0,Liquigas - Cannondale,,52S,98.0
98,2011,stage-2,137,28S,Costa Rui,24.0,Movistar Team,,53S,83.0
98,2011,stage-2,138,31S,Petacchi Alessandro,37.0,Lampre - ISD,,56S,169.0
98,2011,stage-2,139,31S,Malori Adriano,23.0,Lampre - ISD,,56S,168.0
98,2011,stage-2,140,31S,Sabatini Fabio,26.0,Liquigas - Cannondale,,56S,97.0
98,2011,stage-2,141,33S,Tosatto Matteo,37.0,Saxo Bank - Sungard,,58S,8.0
98,2011,stage-2,142,34S,Westra Lieuwe,28.0,Vacansoleil - DCM,,59S,209.0
98,2011,stage-2,143,34S,Tjallingii Maarten,33.0,Rabobank Cycling Team,,59S,49.0
98,2011,stage-2,144,38S,Amador Andrey,24.0,Movistar Team,,3S,82.0
98,2011,stage-2,145,39S,Arroyo David,31.0,Movistar Team,,4S,81.0
98,2011,stage-2,146,45S,Grivko Andrey,27.0,Pro Team Astana,,10S,64.0
98,2011,stage-2,147,50S,Sørensen Chris Anker,26.0,Saxo Bank - Sungard,,15S,6.0
98,2011,stage-2,148,50S,Vandborg Brian Bach,29.0,Saxo Bank - Sungard,,15S,9.0
98,2011,stage-2,149,52S,Pérez Alan,28.0,Euskaltel - Euskadi,,17S,24.0
98,2011,stage-2,150,52S,Ignatiev Mikhail,26.0,Team Katusha,,17S,195.0
98,2011,stage-2,151,56S,Bodnar Maciej,26.0,Liquigas - Cannondale,,21S,92.0
98,2011,stage-2,152,1S,Willems Frederik,31.0,Omega Pharma-Lotto,,26S,39.0
98,2011,stage-2,153,7S,Knees Christian,30.0,Sky Procycling,,32S,115.0
98,2011,stage-2,154,20S,Voigt Jens,39.0,Leopard Trek,,45S,19.0
98,2011,stage-2,155,21S,Longo Borghini Paolo,30.0,Liquigas - Cannondale,,46S,94.0
98,2011,stage-2,156,21S,Urtasun Pablo,31.0,Euskaltel - Euskadi,,46S,27.0
98,2011,stage-2,157,23S,Navarro Daniel,27.0,Saxo Bank - Sungard,,48S,3.0
98,2011,stage-2,158,24S,Delaplace Anthony,21.0,Saur - Sojasun,,49S,213.0
98,2011,stage-2,159,30S,Zeits Andrey,24.0,Pro Team Astana,,55S,69.0
98,2011,stage-2,160,31S,Vanotti Alessandro,30.0,Liquigas - Cannondale,,56S,99.0
98,2011,stage-2,161,37S,Niermann Grischa,35.0,Rabobank Cycling Team,,2S,46.0
98,2011,stage-2,162,1S,Bono Matteo,27.0,Lampre - ISD,,26S,164.0
98,2011,stage-2,163,12S,Hivert Jonathan,26.0,Saur - Sojasun,,37S,216.0
98,2011,stage-2,164,15S,Jeandesboz Fabrice,26.0,Saur - Sojasun,,40S,217.0
98,2011,stage-2,165,23S,Engoulvent Jimmy,31.0,Saur - Sojasun,,48S,214.0
98,2011,stage-2,166,27S,Posthuma Joost,30.0,Leopard Trek,,52S,17.0
98,2011,stage-2,167,30S,Loosli David,31.0,Lampre - ISD,,55S,167.0
98,2011,stage-2,168,32S,Ciolek Gerald,24.0,Quickstep Cycling Team,,57S,123.0
98,2011,stage-2,169,33S,Hernández Jesús,29.0,Saxo Bank - Sungard,,58S,2.0
98,2011,stage-2,170,39S,Quéméneur Perrig,27.0,Team Europcar,,4S,187.0
98,2011,stage-2,171,43S,Schär Michael,24.0,BMC Racing Team,,8S,149.0
98,2011,stage-2,172,46S,Talabardon Yannick,29.0,Saur - Sojasun,,11S,219.0
98,2011,stage-2,173,59S,Eisel Bernhard,30.0,HTC - High Road,,24S,173.0
98,2011,stage-2,174,10S,Valentin Tristan,29.0,"Cofidis, le Crédit en Ligne",,35S,158.0
98,2011,stage-2,175,12S,Isaychev Vladimir,25.0,Team Katusha,,37S,196.0
98,2011,stage-2,176,26S,Farrar Tyler,27.0,Team Garmin - Cervélo,,51S,54.0
98,2011,stage-2,177,29S,Di Grégorio Rémy,25.0,Pro Team Astana,,54S,62.0
98,2011,stage-2,178,31S,Noval Benjamín,32.0,Saxo Bank - Sungard,,56S,4.0
98,2011,stage-2,179,31S,Pérez Rubén,29.0,Euskaltel - Euskadi,,56S,25.0
98,2011,stage-2,180,42S,Engels Addy,34.0,Quickstep Cycling Team,,7S,126.0
98,2011,stage-2,181,47S,Buffaz Mickaël,32.0,"Cofidis, le Crédit en Ligne",,12S,152.0
98,2011,stage-2,182,56S,ten Dam Laurens,30.0,Rabobank Cycling Team,,21S,48.0
98,2011,stage-2,183,5S,Velasco Iván,31.0,Euskaltel - Euskadi,,30S,28.0
98,2011,stage-2,184,16S,Vaitkus Tomas,29.0,Pro Team Astana,,41S,68.0
98,2011,stage-2,185,16S,Iglinskiy Maxim,30.0,Pro Team Astana,,41S,65.0
98,2011,stage-2,186,23S,Izagirre Gorka,23.0,Euskaltel - Euskadi,,48S,22.0
98,2011,stage-2,187,32S,Terpstra Niki,27.0,Quickstep Cycling Team,,57S,129.0
98,2011,stage-2,188,37S,Kadri Blel,24.0,AG2R La Mondiale,,2S,106.0
98,2011,stage-2,189,39S,Martínez Egoi,33.0,Euskaltel - Euskadi,,4S,23.0
98,2011,stage-2,190,59S,Božič Borut,30.0,Vacansoleil - DCM,,24S,202.0
98,2011,stage-2,191,35S,Dean Julian,36.0,Team Garmin - Cervélo,,0S,53.0
98,2011,stage-2,192,41S,Minard Sébastien,29.0,AG2R La Mondiale,,6S,107.0
98,2011,stage-2,193,47S,Zandio Xabier,34.0,Sky Procycling,,12S,119.0
98,2011,stage-2,194,47S,Kostyuk Denys,29.0,Lampre - ISD,,12S,166.0
98,2011,stage-2,195,50S,Coyot Arnaud,30.0,Saur - Sojasun,,15S,212.0
98,2011,stage-2,196,51S,van de Walle Jurgen,34.0,Omega Pharma-Lotto,,16S,37.0
98,2011,stage-2,197,2S,Muravyev Dmitriy,31.0,RadioShack,,27S,76.0
98,2011,stage-2,198,11S,Jérôme Vincent,26.0,Team Europcar,,36S,185.0
98,2011,stage-3,1,21S,Farrar Tyler,27.0,Team Garmin - Cervélo,100.0,21S,54.0
98,2011,stage-3,2,0S,Feillu Romain,27.0,Vacansoleil - DCM,70.0,21S,201.0
98,2011,stage-3,3,0S,Rojas José Joaquín,26.0,Movistar Team,50.0,21S,88.0
98,2011,stage-3,4,0S,Hinault Sébastien,37.0,AG2R La Mondiale,40.0,21S,105.0
98,2011,stage-3,5,0S,Cavendish Mark,26.0,HTC - High Road,32.0,21S,171.0
98,2011,stage-3,6,0S,Hushovd Thor,33.0,Team Garmin - Cervélo,26.0,21S,51.0
98,2011,stage-3,7,0S,Dean Julian,36.0,Team Garmin - Cervélo,22.0,21S,53.0
98,2011,stage-3,8,0S,Božič Borut,30.0,Vacansoleil - DCM,18.0,21S,202.0
98,2011,stage-3,9,0S,Greipel André,28.0,Omega Pharma-Lotto,14.0,21S,33.0
98,2011,stage-3,10,0S,Engoulvent Jimmy,31.0,Saur - Sojasun,10.0,21S,214.0
98,2011,stage-3,11,0S,Galimzyanov Denis,24.0,Team Katusha,8.0,21S,193.0
98,2011,stage-3,12,0S,Turgot Sébastien,27.0,Team Europcar,6.0,21S,189.0
98,2011,stage-3,13,0S,Boasson Hagen Edvald,24.0,Sky Procycling,4.0,21S,114.0
98,2011,stage-3,14,0S,Meersman Gianni,25.0,FDJ,2.0,21S,135.0
98,2011,stage-3,15,0S,Thomas Geraint,25.0,Sky Procycling,1.0,21S,117.0
98,2011,stage-3,16,0S,Gerdemann Linus,28.0,Leopard Trek,,21S,14.0
98,2011,stage-3,17,0S,Bonnet William,29.0,FDJ,,21S,132.0
98,2011,stage-3,18,0S,Klöden Andreas,36.0,RadioShack,,21S,74.0
98,2011,stage-3,19,0S,Ruijgh Rob,24.0,Vacansoleil - DCM,,21S,208.0
98,2011,stage-3,20,0S,Gilbert Philippe,28.0,Omega Pharma-Lotto,,21S,32.0
98,2011,stage-3,21,0S,Kreuziger Roman,25.0,Pro Team Astana,,21S,66.0
98,2011,stage-3,22,0S,Isaychev Vladimir,25.0,Team Katusha,,21S,196.0
98,2011,stage-3,23,0S,Horner Chris,39.0,RadioShack,,21S,72.0
98,2011,stage-3,24,0S,Martínez Egoi,33.0,Euskaltel - Euskadi,,21S,23.0
98,2011,stage-3,25,0S,Steegmans Gert,30.0,Quickstep Cycling Team,,21S,128.0
98,2011,stage-3,26,0S,Van den Broeck Jurgen,28.0,Omega Pharma-Lotto,,21S,31.0
98,2011,stage-3,27,0S,De Weert Kevin,29.0,Quickstep Cycling Team,,21S,124.0
98,2011,stage-3,28,0S,Gusev Vladimir,29.0,Team Katusha,,21S,194.0
98,2011,stage-3,29,0S,Jeannesson Arnold,25.0,FDJ,,21S,134.0
98,2011,stage-3,30,0S,Peraud Jean-Christophe,34.0,AG2R La Mondiale,,21S,108.0
98,2011,stage-3,31,0S,Gautier Cyril,23.0,Team Europcar,,21S,183.0
98,2011,stage-3,32,0S,Fofonov Dmitriy,34.0,Pro Team Astana,,21S,63.0
98,2011,stage-3,33,0S,Roche Nicolas,27.0,AG2R La Mondiale,,21S,101.0
98,2011,stage-3,34,0S,Contador Alberto,28.0,Saxo Bank - Sungard,,21S,1.0
98,2011,stage-3,34,0S,Evans Cadel,34.0,BMC Racing Team,,21S,141.0
98,2011,stage-3,35,0S,Sánchez Samuel,33.0,Euskaltel - Euskadi,,21S,21.0
98,2011,stage-3,36,0S,Pérez Alan,28.0,Euskaltel - Euskadi,,21S,24.0
98,2011,stage-3,37,0S,O'Grady Stuart,37.0,Leopard Trek,,21S,16.0
98,2011,stage-3,38,0S,Knees Christian,30.0,Sky Procycling,,21S,115.0
98,2011,stage-3,39,0S,Brajkovič Janez,27.0,RadioShack,,21S,71.0
98,2011,stage-3,40,0S,Lang Sebastian,31.0,Omega Pharma-Lotto,,21S,34.0
98,2011,stage-3,41,0S,Schleck Andy,26.0,Leopard Trek,,21S,11.0
98,2011,stage-3,42,0S,Hincapie George,38.0,BMC Racing Team,,21S,144.0
98,2011,stage-3,43,0S,Wiggins Bradley,31.0,Sky Procycling,,21S,111.0
98,2011,stage-3,44,0S,Schleck Fränk,31.0,Leopard Trek,,21S,18.0
98,2011,stage-3,45,0S,Popovych Yaroslav,31.0,RadioShack,,21S,78.0
98,2011,stage-3,46,0S,Fuglsang Jakob,26.0,Leopard Trek,,21S,13.0
98,2011,stage-3,47,0S,Delaplace Anthony,21.0,Saur - Sojasun,,21S,213.0
98,2011,stage-3,48,0S,Cunego Damiano,29.0,Lampre - ISD,,21S,161.0
98,2011,stage-3,49,0S,Niermann Grischa,35.0,Rabobank Cycling Team,,21S,46.0
98,2011,stage-3,50,0S,Coppel Jérôme,24.0,Saur - Sojasun,,21S,211.0
98,2011,stage-3,51,0S,Gesink Robert,25.0,Rabobank Cycling Team,,21S,41.0
98,2011,stage-3,52,0S,Mollema Bauke,24.0,Rabobank Cycling Team,,21S,45.0
98,2011,stage-3,53,0S,Leipheimer Levi,37.0,RadioShack,,21S,75.0
98,2011,stage-3,54,0S,Martin Tony,26.0,HTC - High Road,,21S,175.0
98,2011,stage-3,55,0S,Vinokourov Alexandre,37.0,Pro Team Astana,,21S,61.0
98,2011,stage-3,56,0S,Mangel Laurent,30.0,Saur - Sojasun,,21S,218.0
98,2011,stage-3,57,0S,Bertagnolli Leonardo,33.0,Lampre - ISD,,21S,162.0
98,2011,stage-3,58,0S,Poels Wout,23.0,Vacansoleil - DCM,,21S,207.0
98,2011,stage-3,59,0S,Talabardon Yannick,29.0,Saur - Sojasun,,21S,219.0
98,2011,stage-3,60,0S,ten Dam Laurens,30.0,Rabobank Cycling Team,,21S,48.0
98,2011,stage-3,61,0S,Gallopin Tony,23.0,"Cofidis, le Crédit en Ligne",,21S,156.0
98,2011,stage-3,62,0S,Valentin Tristan,29.0,"Cofidis, le Crédit en Ligne",,21S,158.0
98,2011,stage-3,63,0S,Porte Richie,26.0,Saxo Bank - Sungard,,21S,5.0
98,2011,stage-3,64,0S,Taaramäe Rein,24.0,"Cofidis, le Crédit en Ligne",,21S,151.0
98,2011,stage-3,65,0S,Swift Ben,23.0,Sky Procycling,,21S,116.0
98,2011,stage-3,66,0S,Verdugo Gorka,32.0,Euskaltel - Euskadi,,21S,29.0
98,2011,stage-3,67,0S,Chavanel Sylvain,32.0,Quickstep Cycling Team,,21S,121.0
98,2011,stage-3,68,0S,Gerrans Simon,31.0,Sky Procycling,,21S,113.0
98,2011,stage-3,69,0S,Longo Borghini Paolo,30.0,Liquigas - Cannondale,,21S,94.0
98,2011,stage-3,70,0S,Velits Peter,26.0,HTC - High Road,,21S,179.0
98,2011,stage-3,72,0S,Koren Kristijan,24.0,Liquigas - Cannondale,,21S,93.0
98,2011,stage-3,72,0S,Roelandts Jürgen,26.0,Omega Pharma-Lotto,,21S,35.0
98,2011,stage-3,73,0S,Devenyns Dries,27.0,Quickstep Cycling Team,,21S,125.0
98,2011,stage-3,74,0S,Basso Ivan,33.0,Liquigas - Cannondale,,21S,91.0
98,2011,stage-3,75,0S,Ignatiev Mikhail,26.0,Team Katusha,,21S,195.0
98,2011,stage-3,76,0S,Vanotti Alessandro,30.0,Liquigas - Cannondale,,21S,99.0
98,2011,stage-3,77,0S,Hesjedal Ryder,30.0,Team Garmin - Cervélo,,21S,55.0
98,2011,stage-3,78,0S,Sánchez Luis León,27.0,Rabobank Cycling Team,,21S,47.0
98,2011,stage-3,79,0S,Paterski Maciej,24.0,Liquigas - Cannondale,,21S,96.0
98,2011,stage-3,80,0S,Erviti Imanol,27.0,Movistar Team,,21S,84.0
98,2011,stage-3,81,0S,Vande Velde Christian,35.0,Team Garmin - Cervélo,,21S,58.0
98,2011,stage-3,82,0S,Sieberg Marcel,29.0,Omega Pharma-Lotto,,21S,36.0
98,2011,stage-3,83,0S,Danielson Tom,33.0,Team Garmin - Cervélo,,21S,52.0
98,2011,stage-3,84,0S,Monfort Maxime,28.0,Leopard Trek,,21S,15.0
98,2011,stage-3,85,0S,Sabatini Fabio,26.0,Liquigas - Cannondale,,21S,97.0
98,2011,stage-3,86,0S,Casar Sandy,32.0,FDJ,,21S,131.0
98,2011,stage-3,87,0S,Kolobnev Alexandr,30.0,Team Katusha,,21S,197.0
98,2011,stage-3,88,0S,Bole Grega,25.0,Lampre - ISD,,21S,163.0
98,2011,stage-3,89,0S,Pérez Rubén,29.0,Euskaltel - Euskadi,,21S,25.0
98,2011,stage-3,90,0S,Roux Anthony,24.0,FDJ,,21S,137.0
98,2011,stage-3,91,0S,Zeits Andrey,24.0,Pro Team Astana,,21S,69.0
98,2011,stage-3,92,0S,Willems Frederik,31.0,Omega Pharma-Lotto,,21S,39.0
98,2011,stage-3,93,0S,Quinziato Manuel,31.0,BMC Racing Team,,21S,147.0
98,2011,stage-3,94,0S,Silin Egor,23.0,Team Katusha,,21S,198.0
98,2011,stage-3,95,0S,Leukemans Björn,34.0,Vacansoleil - DCM,,21S,205.0
98,2011,stage-3,96,0S,Flecha Juan Antonio,33.0,Sky Procycling,,21S,112.0
98,2011,stage-3,97,0S,Iglinskiy Maxim,30.0,Pro Team Astana,,21S,65.0
98,2011,stage-3,98,0S,Malori Adriano,23.0,Lampre - ISD,,21S,168.0
98,2011,stage-3,99,0S,Hoogerland Johnny,28.0,Vacansoleil - DCM,,21S,204.0
98,2011,stage-3,100,0S,Urán Rigoberto,24.0,Sky Procycling,,21S,118.0
98,2011,stage-3,102,0S,Barredo Carlos,30.0,Rabobank Cycling Team,,21S,42.0
98,2011,stage-3,101,0S,Zandio Xabier,34.0,Sky Procycling,,21S,119.0
98,2011,stage-3,102,0S,Txurruka Amets,28.0,Euskaltel - Euskadi,,21S,26.0
98,2011,stage-3,103,0S,Zubeldia Haimar,34.0,RadioShack,,21S,79.0
98,2011,stage-3,104,0S,Bodnar Maciej,26.0,Liquigas - Cannondale,,21S,92.0
98,2011,stage-3,105,0S,Noval Benjamín,32.0,Saxo Bank - Sungard,,21S,4.0
98,2011,stage-3,106,0S,Pineau Jérôme,31.0,Quickstep Cycling Team,,21S,127.0
98,2011,stage-3,107,0S,Grivko Andrey,27.0,Pro Team Astana,,21S,64.0
98,2011,stage-3,108,0S,El Fares Julien,26.0,"Cofidis, le Crédit en Ligne",,21S,155.0
98,2011,stage-3,109,0S,Karpets Vladimir,30.0,Team Katusha,,21S,191.0
98,2011,stage-3,110,0S,Cancellara Fabian,30.0,Leopard Trek,,21S,12.0
98,2011,stage-3,111,0S,Vandborg Brian Bach,29.0,Saxo Bank - Sungard,,21S,9.0
98,2011,stage-3,112,0S,Garate Juan Manuel,35.0,Rabobank Cycling Team,,21S,44.0
98,2011,stage-3,113,0S,Kiryienka Vasil,30.0,Movistar Team,,21S,87.0
98,2011,stage-3,114,0S,Riblon Christophe,30.0,AG2R La Mondiale,,21S,109.0
98,2011,stage-3,115,0S,Gadret John,32.0,AG2R La Mondiale,,21S,104.0
98,2011,stage-3,116,0S,Tjallingii Maarten,33.0,Rabobank Cycling Team,,21S,49.0
98,2011,stage-3,117,0S,van Garderen Tejay,22.0,HTC - High Road,,21S,178.0
98,2011,stage-3,118,0S,Minard Sébastien,29.0,AG2R La Mondiale,,21S,107.0
98,2011,stage-3,119,0S,Costa Rui,24.0,Movistar Team,,21S,83.0
98,2011,stage-3,120,0S,Schär Michael,24.0,BMC Racing Team,,21S,149.0
98,2011,stage-3,121,0S,Burghardt Marcus,28.0,BMC Racing Team,,21S,143.0
98,2011,stage-3,122,0S,Paulinho Sérgio Miguel,31.0,RadioShack,,21S,77.0
98,2011,stage-3,123,0S,Pate Danny,32.0,HTC - High Road,,21S,176.0
98,2011,stage-3,124,0S,Millar David,34.0,Team Garmin - Cervélo,,21S,56.0
98,2011,stage-3,125,0S,Vichot Arthur,22.0,FDJ,,21S,139.0
98,2011,stage-3,126,0S,Posthuma Joost,30.0,Leopard Trek,,21S,17.0
98,2011,stage-3,127,0S,Boom Lars,25.0,Rabobank Cycling Team,,21S,43.0
98,2011,stage-3,128,0S,Pauriol Rémi,29.0,FDJ,,21S,136.0
98,2011,stage-3,129,0S,Tosatto Matteo,37.0,Saxo Bank - Sungard,,21S,8.0
98,2011,stage-3,130,0S,Izagirre Gorka,23.0,Euskaltel - Euskadi,,21S,22.0
98,2011,stage-3,131,0S,Hondo Danilo,37.0,Lampre - ISD,,21S,165.0
98,2011,stage-3,132,0S,Jeandesboz Fabrice,26.0,Saur - Sojasun,,21S,217.0
98,2011,stage-3,133,0S,Intxausti Beñat,25.0,Movistar Team,,21S,86.0
98,2011,stage-3,134,0S,Goss Matthew,24.0,HTC - High Road,,21S,174.0
98,2011,stage-3,135,0S,Irizar Markel,31.0,RadioShack,,21S,73.0
98,2011,stage-3,136,0S,Vaitkus Tomas,29.0,Pro Team Astana,,21S,68.0
98,2011,stage-3,137,0S,Trofimov Yuri,27.0,Team Katusha,,21S,199.0
98,2011,stage-3,138,0S,Voigt Jens,39.0,Leopard Trek,,21S,19.0
98,2011,stage-3,139,0S,Navardauskas Ramūnas,23.0,Team Garmin - Cervélo,,21S,57.0
98,2011,stage-3,140,0S,Moncoutié David,36.0,"Cofidis, le Crédit en Ligne",,21S,157.0
98,2011,stage-3,141,0S,Charteau Anthony,32.0,Team Europcar,,21S,182.0
98,2011,stage-3,142,0S,Voeckler Thomas,32.0,Team Europcar,,21S,181.0
98,2011,stage-3,143,0S,Kostyuk Denys,29.0,Lampre - ISD,,21S,166.0
98,2011,stage-3,144,0S,Galland Jérémie,28.0,Saur - Sojasun,,21S,215.0
98,2011,stage-3,145,0S,Kern Christophe,30.0,Team Europcar,,21S,186.0
98,2011,stage-3,146,0S,Gène Yohann,30.0,Team Europcar,,21S,184.0
98,2011,stage-3,147,0S,Di Grégorio Rémy,25.0,Pro Team Astana,,21S,62.0
98,2011,stage-3,148,0S,De Gendt Thomas,24.0,Vacansoleil - DCM,,21S,203.0
98,2011,stage-3,149,0S,Velasco Iván,31.0,Euskaltel - Euskadi,,21S,28.0
98,2011,stage-3,150,0S,Sørensen Nicki,36.0,Saxo Bank - Sungard,,21S,7.0
98,2011,stage-3,151,0S,Bouet Maxime,24.0,AG2R La Mondiale,,21S,102.0
98,2011,stage-3,152,0S,Rolland Pierre,24.0,Team Europcar,,21S,188.0
98,2011,stage-3,153,0S,Buffaz Mickaël,32.0,"Cofidis, le Crédit en Ligne",,21S,152.0
98,2011,stage-3,154,0S,Moinard Amaël,29.0,BMC Racing Team,,21S,145.0
98,2011,stage-3,155,0S,Santaromita Ivan,27.0,BMC Racing Team,,21S,148.0
98,2011,stage-3,156,0S,Westra Lieuwe,28.0,Vacansoleil - DCM,,21S,209.0
98,2011,stage-3,157,0S,Coyot Arnaud,30.0,Saur - Sojasun,,21S,212.0
98,2011,stage-3,158,0S,Vanendert Jelle,26.0,Omega Pharma-Lotto,,21S,38.0
98,2011,stage-3,159,0S,Petacchi Alessandro,37.0,Lampre - ISD,,21S,169.0
98,2011,stage-3,160,0S,Boonen Tom,30.0,Quickstep Cycling Team,,21S,122.0
98,2011,stage-3,161,0S,Arroyo David,31.0,Movistar Team,,21S,81.0
98,2011,stage-3,162,0S,Dupont Hubert,30.0,AG2R La Mondiale,,21S,103.0
98,2011,stage-3,163,0S,Morabito Steve,28.0,BMC Racing Team,,21S,146.0
98,2011,stage-3,164,0S,Urtasun Pablo,31.0,Euskaltel - Euskadi,,21S,27.0
98,2011,stage-3,165,0S,Szmyd Sylwester,33.0,Liquigas - Cannondale,,21S,98.0
98,2011,stage-3,166,0S,Delage Mickaël,25.0,FDJ,,21S,133.0
98,2011,stage-3,167,0S,Amador Andrey,24.0,Movistar Team,,21S,82.0
98,2011,stage-3,168,0S,Loosli David,31.0,Lampre - ISD,,21S,167.0
98,2011,stage-3,169,0S,Roy Jérémy,28.0,FDJ,,21S,138.0
98,2011,stage-3,170,0S,Bookwalter Brent,27.0,BMC Racing Team,,21S,142.0
98,2011,stage-3,171,32S,Ciolek Gerald,24.0,Quickstep Cycling Team,,53S,123.0
98,2011,stage-3,172,48S,Marcato Marco,27.0,Vacansoleil - DCM,,9S,206.0
98,2011,stage-3,173,50S,Oss Daniel,24.0,Liquigas - Cannondale,,11S,95.0
98,2011,stage-3,174,3S,Quéméneur Perrig,27.0,Team Europcar,,24S,187.0
98,2011,stage-3,175,11S,Renshaw Mark,28.0,HTC - High Road,,32S,177.0
98,2011,stage-3,176,20S,Brutt Pavel,29.0,Team Katusha,,41S,192.0
98,2011,stage-3,177,20S,Eisel Bernhard,30.0,HTC - High Road,,41S,173.0
98,2011,stage-3,178,27S,Hivert Jonathan,26.0,Saur - Sojasun,,48S,216.0
98,2011,stage-3,179,27S,Dumoulin Samuel,30.0,"Cofidis, le Crédit en Ligne",,48S,153.0
98,2011,stage-3,180,38S,Zingle Romain,24.0,"Cofidis, le Crédit en Ligne",,59S,159.0
98,2011,stage-3,181,22S,Tiralongo Paolo,33.0,Pro Team Astana,,43S,67.0
98,2011,stage-3,182,22S,Bono Matteo,27.0,Lampre - ISD,,43S,164.0
98,2011,stage-3,183,22S,Gutiérrez José Iván,32.0,Movistar Team,,43S,85.0
98,2011,stage-3,184,22S,Duque Leonardo Fabio,31.0,"Cofidis, le Crédit en Ligne",,43S,154.0
98,2011,stage-3,185,22S,Ventoso Francisco José,29.0,Movistar Team,,43S,89.0
98,2011,stage-3,186,22S,Kadri Blel,24.0,AG2R La Mondiale,,43S,106.0
98,2011,stage-3,187,22S,van de Walle Jurgen,34.0,Omega Pharma-Lotto,,43S,37.0
98,2011,stage-3,188,22S,Zabriskie David,32.0,Team Garmin - Cervélo,,43S,59.0
98,2011,stage-3,189,23S,Navarro Daniel,27.0,Saxo Bank - Sungard,,44S,3.0
98,2011,stage-3,190,23S,Hernández Jesús,29.0,Saxo Bank - Sungard,,44S,2.0
98,2011,stage-3,191,23S,Sørensen Chris Anker,26.0,Saxo Bank - Sungard,,44S,6.0
98,2011,stage-3,192,23S,Bak Lars Ytting,31.0,HTC - High Road,,44S,172.0
98,2011,stage-3,193,23S,Muravyev Dmitriy,31.0,RadioShack,,44S,76.0
98,2011,stage-3,194,23S,Engels Addy,34.0,Quickstep Cycling Team,,44S,126.0
98,2011,stage-3,195,23S,Terpstra Niki,27.0,Quickstep Cycling Team,,44S,129.0
98,2011,stage-3,196,57S,Jérôme Vincent,26.0,Team Europcar,,18S,185.0
98,2011,stage-4,1,39S,Evans Cadel,34.0,BMC Racing Team,100.0,39S,141.0
98,2011,stage-4,2,0S,Contador Alberto,28.0,Saxo Bank - Sungard,,39S,1.0
98,2011,stage-4,2,0S,Vinokourov Alexandre,37.0,Pro Team Astana,70.0,39S,61.0
